Frame,AverageDepth,MinDepth,MaxDepth,IsOutlier
1,468.4052734375,124.59370422363281,955.7411499023438,False
2,396.9208679199219,97.41331481933594,887.0453491210938,False
3,382.4771728515625,87.57728576660156,895.0885620117188,False
4,387.18548583984375,90.0573959350586,893.0115966796875,False
5,383.66448974609375,89.83915710449219,884.5299072265625,False
6,388.0466003417969,80.90980529785156,896.8443603515625,False
7,377.8056640625,71.98780059814453,878.290283203125,False
8,375.1116638183594,66.11473846435547,881.0927734375,False
9,378.9022216796875,58.849849700927734,886.7178955078125,False
10,377.6689758300781,70.16106414794922,884.937255859375,False
11,375.3863830566406,55.89692687988281,892.7362670898438,False
12,379.1045227050781,66.15768432617188,892.7095947265625,False
13,374.4930419921875,70.27801513671875,887.265380859375,False
14,384.2720642089844,60.64423751831055,909.531005859375,False
15,376.5670166015625,55.379798889160156,885.274658203125,False
16,383.0434265136719,42.492794036865234,915.7884521484375,False
17,388.2282409667969,55.32373809814453,910.3716430664062,False
18,386.3533630371094,59.33490753173828,901.5796508789062,False
19,379.0090637207031,41.637874603271484,902.560546875,False
20,381.7073974609375,52.579524993896484,921.7756958007812,False
21,381.2764587402344,53.67039108276367,907.1183471679688,False
22,379.2089538574219,49.60446548461914,909.1443481445312,False
23,388.05072021484375,56.04099655151367,918.0623779296875,False
24,376.4749450683594,60.715049743652344,894.6317138671875,False
25,377.52313232421875,50.62580108642578,902.7579956054688,False
26,377.0564880371094,72.33633422851562,916.60107421875,False
27,379.0981750488281,69.16715240478516,919.33740234375,False
28,380.57452392578125,66.86324310302734,921.6644287109375,False
29,376.83282470703125,78.25948333740234,903.3624877929688,False
30,389.5736999511719,70.24834442138672,921.16943359375,False
31,385.2363586425781,57.048973083496094,916.1041870117188,False
32,383.6996765136719,55.499969482421875,915.06005859375,False
33,379.9574890136719,73.49821472167969,922.505126953125,False
34,379.43060302734375,68.65056610107422,925.8148803710938,False
35,379.2407531738281,60.26202392578125,923.9310302734375,False
36,378.5099182128906,56.209373474121094,915.2996826171875,False
37,375.7752380371094,50.46638107299805,906.2572021484375,False
38,379.1815185546875,55.2135009765625,905.4513549804688,False
39,368.8577575683594,42.47264862060547,890.5399169921875,False
40,371.21331787109375,48.73912048339844,885.8703002929688,False
41,371.9200439453125,50.81523513793945,881.2449340820312,False
42,373.96209716796875,43.874595642089844,891.4151000976562,False
43,374.43768310546875,62.06433868408203,896.9498901367188,False
44,371.3862609863281,54.609527587890625,886.6356201171875,False
45,369.7767333984375,51.757938385009766,900.56494140625,False
46,375.9040222167969,55.009544372558594,902.820068359375,False
47,373.54461669921875,50.45492172241211,902.340087890625,False
48,369.0994567871094,45.892757415771484,880.6162109375,False
49,376.955322265625,49.32821273803711,899.4578857421875,False
50,375.734619140625,52.69493865966797,904.0247802734375,False
51,370.80584716796875,48.75300216674805,895.3162841796875,False
52,371.6240234375,54.77867889404297,883.6677856445312,False
53,365.4358215332031,51.38221740722656,876.3614501953125,False
54,381.689453125,55.17757034301758,918.0686645507812,False
55,376.72235107421875,51.432464599609375,911.1802368164062,False
56,373.3321838378906,48.24610900878906,916.5340576171875,False
57,379.6734313964844,45.644866943359375,911.9169311523438,False
58,373.1429748535156,56.226966857910156,903.919189453125,False
59,377.76165771484375,60.58748245239258,899.131103515625,False
60,371.29425048828125,44.64833450317383,896.4069213867188,False
61,379.0278015136719,39.285587310791016,905.078857421875,False
62,375.9536437988281,43.65504455566406,902.2463989257812,False
63,373.5018005371094,35.686737060546875,897.8872680664062,False
64,381.0670166015625,47.410926818847656,925.523681640625,False
65,378.01434326171875,48.27238082885742,911.3582153320312,False
66,379.7547302246094,47.27292251586914,914.6878662109375,False
67,377.4570617675781,38.372398376464844,908.2679443359375,False
68,364.0625915527344,42.35737228393555,879.7835083007812,False
69,381.1307067871094,65.39808654785156,910.8165283203125,False
70,360.95538330078125,65.42427825927734,863.1732788085938,False
71,372.27117919921875,73.14979553222656,871.6903076171875,False
72,367.4594421386719,65.49351501464844,887.3558959960938,False
73,360.1360778808594,59.2969856262207,885.8338623046875,False
74,359.9467468261719,52.440311431884766,882.3789672851562,False
75,364.39752197265625,62.950618743896484,889.6607055664062,False
76,364.5970764160156,70.96400451660156,883.0249633789062,False
77,363.52825927734375,76.19905090332031,887.4315185546875,False
78,368.37469482421875,77.9588394165039,902.2384033203125,False
79,367.12603759765625,77.5922622680664,887.2752075195312,False
80,361.1957702636719,58.25545120239258,878.4398193359375,False
81,368.3354187011719,52.49738693237305,892.41943359375,False
82,370.0227355957031,64.84557342529297,879.1466064453125,False
83,359.8634948730469,53.90907669067383,861.7411499023438,False
84,367.5503845214844,58.38777542114258,874.4135131835938,False
85,364.9275207519531,58.61827087402344,872.17333984375,False
86,362.6021423339844,60.75231170654297,888.6513671875,False
87,365.5505676269531,72.96846771240234,871.8670043945312,False
88,365.27606201171875,62.09089660644531,875.3922119140625,False
89,373.5697021484375,63.9017219543457,898.0376586914062,False
90,368.1419677734375,73.29422760009766,884.1583251953125,False
91,372.5676574707031,51.50494384765625,892.5458374023438,False
92,373.4347229003906,43.11127471923828,896.1763916015625,False
93,375.24029541015625,58.162811279296875,901.7710571289062,False
94,375.0860290527344,50.16518783569336,909.0802612304688,False
